時間,DD,MDD
2019-11-14,71720.7335921494,226825.87644471187
2019-11-15,82227.15505384427,226825.87644471187
2019-11-18,85708.63197909716,226825.87644471187
2019-11-19,70674.89072480459,226825.87644471187
2019-11-20,55841.119426010184,226825.87644471187
2019-11-21,44518.82054549542,226825.87644471187
2019-11-22,49558.063424272696,226825.87644471187
2019-11-25,64141.87227869439,226825.87644471187
2019-11-26,62436.12855805663,226825.87644471187
2019-11-27,63479.97172589117,226825.87644471187
2019-11-28,60432.4296040544,226825.87644471187
2019-11-29,46306.55194754473,226825.87644471187
2019-12-02,52381.63919574292,226825.87644471187
2019-12-03,77879.80822126944,226825.87644471187
2019-12-04,75228.20661140844,226825.87644471187
2019-12-05,69479.07039083616,226825.87644471187
2019-12-06,73700.43615128327,226825.87644471187
2019-12-09,56866.96529750721,226825.87644471187
2019-12-10,53869.415664544984,226825.87644471187
2019-12-11,43644.95184013233,226825.87644471187
2019-12-12,50229.96247462735,226825.87644471187
2019-12-13,35646.15362020566,226825.87644471187
2019-12-16,8520.229156804871,226825.87644471187
2019-12-17,0.0,226825.87644471187
2019-12-18,0.0,226825.87644471187
2019-12-19,0.0,226825.87644471187
2019-12-20,0.0,226825.87644471187
2019-12-23,20706.384927427374,226825.87644471187
2019-12-24,32668.296529341857,226825.87644471187
2019-12-25,20040.501182274114,226825.87644471187
2019-12-26,29208.900495891474,226825.87644471187
2019-12-27,22860.00893188457,226825.87644471187
2019-12-30,24283.76036313974,226825.87644471187
