時間,毛損益,淨損益,累積淨損益,交易成本,滑價,交易稅,平倉權益數,平倉交易K棒數,DD,MDD
2010-05-28 09:00:00,-42600.0,-43057.396,-109693.22,457.39599999999996,400,57.39599999999996,9890306.779999994,36,115512.40676184808,155360.2125274837
2010-06-03 12:30:00,-12000.0,-12458.336,-122151.556,458.3359999999999,400,58.3359999999999,9877848.443999995,89,143970.06011502355,155360.2125274837
2010-06-10 12:15:00,38600.0,38142.212,-84009.344,457.78799999999933,400,57.78799999999933,9915990.655999994,93,102629.38155753752,155360.2125274837
2010-06-11 11:30:00,-2400.0,-2858.024,-86867.368,458.024,400,58.02399999999999,9913132.631999994,1,104857.8489433317,155360.2125274837
2010-06-18 09:00:00,20400.0,19941.352,-66926.016,458.64799999999946,400,58.647999999999456,9933073.983999994,69,59545.81876458982,155360.2125274837
2010-06-18 11:30:00,800.0,341.176,-66584.84,458.824,400,58.823999999999984,9933415.159999995,1,86974.84686468069,155360.2125274837
2010-06-21 09:15:00,-29200.0,-29659.392000000003,-96244.232,459.39200000000255,400,59.392000000002554,9903755.767999994,9,111262.6322143237,155360.2125274837
2010-06-21 13:45:00,-2800.0,-3260.12,-99504.352,460.1199999999999,400,60.11999999999986,9900495.647999994,1,115492.54312348698,155360.2125274837
2010-06-28 12:15:00,23000.0,22540.611999999997,-76963.74,459.3880000000013,400,59.388000000001284,9923036.259999994,96,95382.95362493813,155360.2125274837
2010-06-29 09:00:00,-17600.0,-18059.16,-95022.90000000001,459.15999999999997,400,59.15999999999997,9904977.099999994,3,97641.7804572606,155360.2125274837
2010-07-02 10:30:00,25400.0,24941.844,-70081.05600000001,458.1559999999996,400,58.15599999999961,9929918.943999995,62,77301.23916776654,155360.2125274837
2010-07-05 12:15:00,-19600.0,-20057.592,-90138.64800000002,457.59199999999964,400,57.59199999999964,9909861.351999994,20,103358.1882743548,155360.2125274837
2010-07-06 11:00:00,-15600.0,-16058.568,-106197.21600000001,458.56799999999964,400,58.56799999999964,9893802.783999994,5,118816.02655202683,155360.2125274837
2010-07-07 10:00:00,-2200.0,-2659.46,-108856.67600000002,459.46,400,59.45999999999998,9891143.323999994,1,123045.38947091615,155360.2125274837
2010-07-22 09:00:00,30800.0,30339.927999999996,-78516.74800000002,460.0720000000024,400,60.07200000000239,9921483.251999993,220,74335.46521923205,155360.2125274837
2010-07-22 11:45:00,-2200.0,-2660.5640000000003,-81177.31200000002,460.5640000000001,400,60.56400000000011,9918822.687999994,1,94565.44052381048,155360.2125274837
2010-07-23 09:30:00,-21600.0,-22060.928,-103238.24000000002,460.92800000000125,400,60.92800000000125,9896761.759999994,4,112255.9301112179,155360.2125274837
2010-07-28 12:15:00,0.0,-461.52,-103699.76000000002,461.52,400,61.519999999999975,9896300.239999995,46,118317.25964216444,155360.2125274837
2010-08-02 09:00:00,-14400.0,-14862.024,-118561.78400000003,462.02399999999955,400,62.023999999999546,9881438.215999994,38,111579.01044822323,155360.2125274837
2010-08-03 08:45:00,-9200.0,-9663.104,-128224.88800000004,463.10399999999987,400,63.10399999999987,9871775.111999994,1,133009.77586818827,155360.2125274837
2010-08-09 09:30:00,-15600.0,-16063.328000000001,-144288.21600000004,463.32800000000134,400,63.32800000000134,9855711.783999994,78,153304.01800116926,157903.93416674036
2010-08-13 12:00:00,21400.0,20936.58,-123351.63600000004,463.4199999999993,400,63.41999999999928,9876648.363999994,74,128968.20552638639,158767.6624250861
2010-08-17 08:45:00,-15400.0,-15863.172,-139214.80800000005,463.17200000000014,400,63.17200000000014,9860785.191999994,19,154230.67311275253,158767.6624250861
2010-08-17 11:45:00,-2400.0,-2863.6240000000003,-142078.43200000006,463.6240000000001,400,63.62400000000008,9857921.567999994,4,153894.2072451038,158767.6624250861
2010-08-23 09:45:00,2600.0,2136.46,-139941.97200000007,463.5400000000001,400,63.54000000000006,9860058.027999995,72,141958.0567841664,158767.6624250861
2010-08-23 12:30:00,-2000.0,-2463.84,-142405.81200000006,463.8400000000001,400,63.840000000000074,9857594.187999995,1,151989.61795682058,158767.6624250861
2010-08-25 09:00:00,-26400.0,-26863.056,-169268.86800000007,463.05600000000027,400,63.05600000000027,9830731.131999996,13,166284.9894205972,166284.9894205972
2010-08-31 09:30:00,-14600.0,-15061.179999999998,-184330.04800000007,461.1799999999988,400,61.17999999999881,9815669.951999996,53,191546.52902388782,193146.4998640865
2010-09-16 12:15:00,96800.0,96337.23999999999,-87992.80800000008,462.76000000000295,400,62.76000000000295,9912007.191999996,242,94809.14808273836,196607.29279037708
2010-09-28 09:45:00,5800.0,5334.868,-82657.94000000008,465.13199999999983,400,65.13199999999983,9917342.059999997,127,92074.05393027028,196607.29279037708
2010-09-30 11:45:00,5600.0,5134.352,-77523.58800000008,465.6480000000002,400,65.6480000000002,9922476.411999997,46,87939.5212828434,196607.29279037708
2010-09-30 12:15:00,-1000.0,-1465.692,-78989.28000000007,465.69199999999995,400,65.69199999999995,9921010.719999997,1,87172.4152635352,196607.29279037708
2010-10-04 09:30:00,-15600.0,-16065.944,-95055.22400000007,465.94399999999894,400,65.94399999999894,9904944.775999997,28,95270.77566886113,196607.29279037708
2010-10-06 09:15:00,-4400.0,-4866.12,-99921.34400000007,466.1200000000001,400,66.12000000000009,9900078.655999998,35,107936.68882995305,196607.29279037708
2010-10-06 13:00:00,-400.0,-866.168,-100787.51200000008,466.16800000000006,400,66.16800000000005,9899212.487999998,1,108369.78493655447,196607.29279037708
2010-10-08 09:45:00,-8000.0,-8466.016,-109253.52800000008,466.0160000000005,400,66.01600000000047,9890746.471999997,24,110668.99903319462,196607.29279037708
2010-10-12 08:45:00,-22400.0,-22865.647999999997,-132119.17600000006,465.6479999999988,400,65.64799999999877,9867880.823999997,31,141734.40885947106,196607.29279037708
2010-10-18 09:30:00,6800.0,6335.143999999999,-125784.03200000006,464.85600000000034,400,64.85600000000034,9874215.967999997,65,125799.65927388813,196607.29279037708
2010-10-20 09:00:00,-14800.0,-15264.04,-141048.07200000007,464.03999999999996,400,64.03999999999996,9858951.927999998,14,137064.11797668552,196607.29279037708
2010-10-28 08:45:00,56800.0,56334.655999999995,-84713.41600000008,465.3440000000046,400,65.3440000000046,9915286.583999997,119,97128.82180601414,196607.29279037708
2010-11-01 09:30:00,-13800.0,-14266.748000000001,-98980.16400000009,466.7480000000012,400,66.74800000000118,9901019.835999997,21,105395.14715061574,196607.29279037708
2010-11-01 13:00:00,1200.0,732.776,-98247.3880000001,467.22400000000005,400,67.22400000000005,9901752.611999998,1,104628.67311975887,196607.29279037708
2010-11-12 09:00:00,6000.0,5532.831999999999,-92714.5560000001,467.16800000000023,400,67.1680000000002,9907285.443999998,158,89529.69630167342,196607.29279037708
2010-11-23 12:15:00,19000.0,18533.78,-74180.7760000001,466.2200000000013,400,66.22000000000128,9925819.223999998,118,76796.49236698903,196607.29279037708
2010-11-29 08:45:00,2600.0,2133.252,-72047.5240000001,466.7480000000001,400,66.74800000000012,9927952.475999998,57,86262.96783861074,196607.29279037708
2010-12-10 12:30:00,65600.0,65131.695999999996,-6915.8280000001105,468.30400000000054,400,68.30400000000054,9993084.171999998,201,14599.67939848624,196607.29279037708
2010-12-20 11:30:00,4200.0,3729.972,-3185.8560000001103,470.0279999999999,400,70.02799999999993,9996814.143999998,116,8799.806187788634,196607.29279037708
2010-12-28 12:15:00,16400.0,15929.511999999999,12743.655999999888,470.4880000000003,400,70.48800000000028,10012743.655999998,121,7599.780445899612,196607.29279037708
2011-01-04 13:45:00,24000.0,23528.64,36272.295999999886,471.3600000000014,400,71.36000000000138,10036272.295999998,104,7199.71234191552,196607.29279037708
2011-01-06 09:15:00,-2200.0,-2670.74,33601.55599999989,470.74,400,70.73999999999998,10033601.555999998,1,9635.535020869429,196607.29279037708
2011-01-11 09:30:00,-800.0,-1270.744,32330.81199999989,470.744,400,70.744,10032330.811999997,60,5799.750128808423,196607.29279037708
2011-01-12 08:45:00,-4000.0,-4471.6,27859.21199999989,471.60000000000014,400,71.60000000000011,10027859.211999997,1,19034.559932103144,196607.29279037708
2011-01-18 08:45:00,-10600.0,-11071.572,16787.63999999989,471.57200000000046,400,71.57200000000046,10016787.639999997,83,33541.42693122414,196607.29279037708
2011-01-21 09:00:00,-8600.0,-9071.516,7716.123999999891,471.51599999999974,400,71.51599999999974,10007716.123999996,57,24213.352813704685,196607.29279037708
2011-02-09 08:45:00,21400.0,20927.86,28643.98399999989,472.13999999999885,400,72.13999999999885,10028643.983999996,137,17199.244262902386,196607.29279037708
2011-02-09 12:15:00,-8400.0,-8872.423999999999,19771.559999999892,472.42399999999947,400,72.42399999999947,10019771.559999995,5,25871.44320533189,196607.29279037708
2011-02-10 13:00:00,-4600.0,-5071.124000000001,14700.435999999892,471.12400000000036,400,71.12400000000036,10014700.435999995,3,31542.929999547912,196607.29279037708
2011-02-14 13:00:00,37800.0,37329.772000000004,52030.2079999999,470.22799999999734,400,70.22799999999734,10052030.207999995,41,21398.7817144592,196607.29279037708
2011-02-16 09:00:00,-14600.0,-15069.476,36960.731999999894,469.4760000000002,400,69.47600000000023,10036960.731999995,23,33867.39984523055,196607.29279037708
2011-02-18 09:30:00,-14800.0,-15270.104000000001,21690.627999999895,470.1040000000006,400,70.10400000000061,10021690.627999995,35,47336.421020547234,196607.29279037708
2011-03-01 10:15:00,31800.0,31330.124,53020.75199999989,469.8759999999993,400,69.8759999999993,10053020.751999995,111,40597.3316313341,196607.29279037708
2011-03-03 12:30:00,-28800.0,-29269.424,23751.327999999892,469.42399999999793,400,69.42399999999793,10023751.327999994,35,66064.70171994003,196607.29279037708
2011-03-09 10:00:00,-3000.0,-3470.212,20281.115999999893,470.2120000000001,400,70.21200000000007,10020281.115999995,52,72334.36562975716,196607.29279037708
2011-03-16 12:00:00,89800.0,89331.684,109612.79999999989,468.31600000000435,400,68.31600000000435,10109612.799999995,108,44795.60451955386,196607.29279037708
2011-03-18 09:00:00,-26600.0,-27065.859999999997,82546.93999999989,465.85999999999785,400,65.85999999999785,10082546.939999996,21,64459.599028825694,196607.29279037708
2011-03-21 09:45:00,-20200.0,-20667.004,61879.935999999885,467.004,400,67.00400000000002,10061879.935999995,5,87123.87114183963,196607.29279037708
2011-03-22 11:00:00,-14800.0,-15267.447999999999,46612.48799999989,467.44799999999884,400,67.44799999999884,10046612.487999994,19,106389.26076351151,196607.29279037708
2011-03-24 09:00:00,-14800.0,-15267.936,31344.551999999887,467.93600000000026,400,67.93600000000026,10031344.551999994,27,107056.88725402374,196607.29279037708
2011-03-28 12:30:00,-1600.0,-2068.128,29276.423999999886,468.1280000000001,400,68.1280000000001,10029276.423999993,55,121123.70297522898,196607.29279037708
2011-04-11 10:00:00,58400.0,57930.368,87206.79199999988,469.6320000000014,400,69.63200000000143,10087206.791999994,148,67997.19590894271,196607.29279037708
2011-04-12 10:15:00,-22000.0,-22470.36,64736.431999999884,470.35999999999945,400,70.35999999999945,10064736.431999994,10,83466.47801579456,196607.29279037708
2011-04-12 12:45:00,-1200.0,-1669.7200000000003,63066.71199999988,469.72000000000025,400,69.72000000000023,10063066.711999994,1,88700.92439589981,196607.29279037708
2011-04-13 13:45:00,-13000.0,-13470.179999999998,49596.53199999988,470.17999999999915,400,70.17999999999915,10049596.531999994,23,98404.65223659482,196607.29279037708
2011-04-14 11:30:00,-11800.0,-12270.46,37326.071999999884,470.4599999999999,400,70.45999999999992,10037326.071999993,6,106474.19242889252,196607.29279037708
2011-04-20 09:30:00,8200.0,7729.884,45055.95599999988,470.11600000000016,400,70.11600000000016,10045055.955999993,70,100545.26219340795,196607.29279037708
2011-04-21 13:15:00,-600.0,-1071.916,43984.039999999884,471.91600000000005,400,71.91600000000005,10043984.039999994,1,106779.62645866239,196607.29279037708
2011-04-27 09:00:00,-12200.0,-12672.188,31311.851999999883,472.1879999999999,400,72.18799999999987,10031311.851999994,58,102887.8963267283,196607.29279037708
2011-04-27 11:30:00,-1400.0,-1872.4360000000001,29439.41599999988,472.4360000000001,400,72.43600000000008,10029439.415999994,1,119722.46046838099,196607.29279037708
2011-04-27 12:00:00,-1200.0,-1672.4399999999998,27766.975999999882,472.43999999999994,400,72.43999999999993,10027766.975999994,1,121194.75200233635,196607.29279037708
2011-04-29 09:15:00,-16000.0,-16472.136,11294.839999999884,472.1360000000004,400,72.13600000000042,10011294.839999994,30,131302.42820639946,196607.29279037708
2011-05-12 08:45:00,-14400.0,-14871.968,-3577.128000000117,471.9680000000011,400,71.9680000000011,9996422.871999994,161,140973.5152503765,196607.29279037708
2011-05-16 10:15:00,-11000.0,-11471.916000000001,-15049.044000000118,471.9160000000002,400,71.91600000000022,9984950.955999995,39,163843.1792093928,196607.29279037708
2011-05-16 12:00:00,-4600.0,-5071.556,-20120.60000000012,471.55599999999964,400,71.55599999999964,9979879.399999995,1,164079.00406944356,196607.29279037708
2011-05-20 09:15:00,-2400.0,-2871.216,-22991.81600000012,471.21600000000007,400,71.21600000000008,9977008.183999995,50,172585.35740043793,196607.29279037708
2011-05-20 10:15:00,4600.0,4128.875999999999,-18862.94000000012,471.12400000000036,400,71.12400000000036,9981137.059999995,1,171221.07526806006,196607.29279037708
2011-05-26 13:30:00,18600.0,18129.292,-733.6480000001175,470.70799999999906,400,70.70799999999906,9999266.351999994,92,147330.08352463867,196607.29279037708
2011-05-31 09:15:00,-18800.0,-19270.688000000002,-20004.33600000012,470.68800000000124,400,70.68800000000124,9979995.663999995,26,162998.87005579897,196607.29279037708
2011-06-14 12:15:00,52000.0,51528.352,31524.01599999988,471.6480000000047,400,71.64800000000469,10031524.015999995,162,113075.64467380875,196607.29279037708
2011-06-28 09:00:00,84800.0,84331.328,115855.34399999987,468.67200000000366,400,68.67200000000366,10115855.343999995,186,23354.93634148013,196607.29279037708
2011-06-29 11:00:00,-27000.0,-27467.26,88388.08399999987,467.25999999999885,400,67.25999999999885,10088388.083999995,20,51419.03060765552,196607.29279037708
2011-06-29 13:30:00,-3800.0,-4267.532,84120.55199999987,467.5319999999999,400,67.53199999999993,10084120.551999995,3,60085.80819748217,196607.29279037708
2011-07-05 10:15:00,24800.0,24331.752,108452.30399999986,468.2479999999998,400,68.24799999999982,10108452.303999996,68,34955.95401505927,196607.29279037708
2011-07-11 09:00:00,1200.0,731.1120000000001,109183.41599999985,468.8879999999999,400,68.88799999999992,10109183.415999996,76,30625.182963382624,196607.29279037708
2011-07-11 12:45:00,-2600.0,-3068.7560000000003,106114.65999999986,468.75600000000014,400,68.75600000000013,10106114.659999996,3,36493.467149556775,196607.29279037708
2011-07-12 09:00:00,1600.0,1131.8799999999999,107246.53999999986,468.12000000000006,400,68.12000000000005,10107246.539999997,1,38127.65879777835,196607.29279037708
2011-07-21 13:00:00,40600.0,40131.740000000005,147378.27999999985,468.25999999999794,400,68.25999999999794,10147378.279999997,137,13598.551667107928,196607.29279037708
2011-07-22 13:00:00,-3200.0,-3669.728,143708.55199999985,469.72799999999995,400,69.72799999999992,10143708.551999997,1,12833.169185215469,196607.29279037708
2011-07-25 13:30:00,-1200.0,-1668.864,142039.68799999985,468.8639999999999,400,68.86399999999995,10142039.687999997,1,16102.548975407153,196607.29279037708
2011-07-26 11:15:00,-8400.0,-8869.256,133170.43199999986,469.25600000000003,400,69.25600000000003,10133170.431999998,10,25604.94490922201,196607.29279037708
2011-08-01 13:15:00,13200.0,12730.24,145900.67199999985,469.7599999999994,400,69.75999999999942,10145900.671999998,66,18797.9459914888,196607.29279037708
2011-08-04 09:30:00,42600.0,42131.308000000005,188031.97999999986,468.69199999999864,400,68.69199999999864,10188031.979999999,47,19797.374215855485,196607.29279037708
2011-08-10 08:45:00,168000.0,167535.864,355567.84399999987,464.1360000000077,400,64.1360000000077,10355567.843999999,76,84978.47502739649,196607.29279037708
2011-08-10 13:15:00,-1800.0,-2261.428,353306.41599999985,461.4280000000001,400,61.42800000000008,10353306.416,1,95806.12039425915,196607.29279037708
2011-08-15 08:45:00,10800.0,10338.432,363644.8479999999,461.56799999999976,400,61.567999999999756,10363644.848,44,113093.8454286434,196607.29279037708
2011-08-18 09:00:00,-38800.0,-39261.152,324383.6959999999,461.15199999999845,400,61.15199999999845,10324383.695999999,62,84562.92828486003,196607.29279037708
2011-08-19 09:00:00,5400.0,4941.508000000001,329325.20399999985,458.4919999999997,400,58.49199999999968,10329325.203999998,1,125782.67535919398,196607.29279037708
2011-08-19 11:30:00,-5600.0,-6058.496,323266.70799999987,458.4960000000002,400,58.49600000000024,10323266.707999999,1,120442.52001585024,196607.29279037708
2011-08-23 11:30:00,-21600.0,-22058.72,301207.9879999999,458.7199999999996,400,58.71999999999957,10301207.987999998,40,148123.1485368777,196607.29279037708
2011-08-29 10:15:00,-21400.0,-21860.1,279347.8879999999,460.0999999999999,400,60.09999999999991,10279347.887999998,65,166777.83532116175,196607.29279037708
2011-08-29 13:30:00,2200.0,1739.5240000000001,281087.4119999999,460.4759999999999,400,60.475999999999885,10281087.411999999,1,169207.48389317584,196607.29279037708
2011-09-02 10:15:00,17200.0,16738.96,297826.3719999999,461.03999999999985,400,61.03999999999985,10297826.372,65,149503.2989455969,196607.29279037708
2011-09-05 09:00:00,-37000.0,-37460.964,260365.4079999999,460.9640000000013,400,60.964000000001306,10260365.408,8,150564.57412551687,196607.29279037708
2011-09-05 12:00:00,1000.0,539.7719999999999,260905.1799999999,460.22800000000007,400,60.22800000000004,10260905.18,2,187215.50647705526,196607.29279037708
2011-09-07 13:00:00,-3200.0,-3659.96,257245.2199999999,459.96000000000026,400,59.960000000000235,10257245.219999999,42,185276.0697346198,196607.29279037708
2011-09-09 11:30:00,-23000.0,-23460.596,233784.62399999992,460.596000000001,400,60.59600000000103,10233784.623999998,25,208930.1581749412,214928.63876511037
2011-09-15 11:45:00,26600.0,26140.107999999997,259924.73199999993,459.8920000000021,400,59.8920000000021,10259924.731999997,62,183597.31496174246,222187.5400918307
2011-09-15 13:30:00,1800.0,1340.916,261265.64799999993,459.084,400,59.084,10261265.647999996,5,179057.70484092296,222187.5400918307
2011-09-19 11:00:00,-7600.0,-8060.024,253205.62399999992,460.02399999999994,400,60.023999999999944,10253205.623999996,29,188314.97198332776,222187.5400918307
2011-09-22 09:30:00,-45000.0,-45459.5,207746.12399999992,459.50000000000273,400,59.50000000000273,10207746.123999996,42,234963.29200517037,234963.29200517037
2011-09-22 13:15:00,1600.0,1141.768,208887.89199999993,458.2319999999999,400,58.23199999999993,10208887.891999995,1,236792.1287625824,236792.1287625824
2011-09-27 11:45:00,-12400.0,-12856.576000000001,196031.31599999993,456.57600000000116,400,56.57600000000116,10196031.315999996,53,247475.81859355434,249075.41341759945
2011-09-27 13:00:00,-5800.0,-6256.508,189774.80799999993,456.50800000000015,400,56.50800000000018,10189774.807999996,3,246932.5641994373,250331.70320053317
2011-10-03 09:00:00,-18200.0,-18656.66,171118.14799999993,456.6599999999994,400,56.6599999999994,10171118.147999996,65,242790.43739630212,271783.0935821198
2011-10-04 09:00:00,-13200.0,-13655.583999999999,157462.56399999993,455.5839999999989,400,55.58399999999892,10157462.563999996,3,265040.8733805783,271811.23445400415
2011-10-18 10:15:00,74600.0,74142.804,231605.36799999993,457.195999999999,400,57.195999999999,10231605.367999995,193,207311.00830424426,285691.1546824547
2011-10-18 12:45:00,600.0,141.34000000000003,231746.70799999993,458.65999999999997,400,58.65999999999998,10231746.707999995,1,210539.53452132977,285691.1546824547
2011-10-24 09:00:00,-4800.0,-5259.016,226487.69199999992,459.01599999999974,400,59.015999999999735,10226487.691999994,55,188633.20337533567,285691.1546824547
2011-10-27 08:45:00,-12000.0,-12460.152,214027.53999999992,460.15199999999936,400,60.15199999999936,10214027.539999994,32,226283.17866966213,285691.1546824547
2011-10-27 11:15:00,-11400.0,-11860.452,202167.08799999993,460.4519999999994,400,60.45199999999937,10202167.087999994,7,235541.1416358997,285691.1546824547
2011-10-28 09:00:00,-8400.0,-8861.968,193305.11999999994,461.96800000000025,400,61.968000000000245,10193305.119999994,1,238370.76489469904,285691.1546824547
2011-11-03 08:45:00,21600.0,21139.048,214444.16799999995,460.95200000000034,400,60.95200000000034,10214444.167999994,75,233464.66760460837,285691.1546824547
2011-11-04 10:15:00,-16400.0,-16860.752,197583.41599999994,460.7519999999994,400,60.751999999999384,10197583.415999994,25,242522.84517625463,285691.1546824547
2011-11-04 12:00:00,-2400.0,-2861.176,194722.23999999993,461.17600000000004,400,61.17600000000003,10194722.239999993,1,241753.58003033831,285691.1546824547
2011-11-10 09:00:00,-45200.0,-45660.376000000004,149061.86399999994,460.37600000000225,400,60.37600000000225,10149061.863999993,71,253442.43525391098,285691.1546824547
2011-11-11 08:45:00,-400.0,-858.544,148203.31999999995,458.54400000000004,400,58.54400000000002,10148203.319999993,1,289463.04726465774,289463.04726465774
2011-11-14 09:00:00,-37600.0,-38059.32,110143.99999999994,459.32000000000244,400,59.32000000000244,10110143.999999993,15,296948.9790846352,300148.16873272543
2011-11-14 13:00:00,800.0,339.58399999999995,110483.58399999994,460.41600000000005,400,60.416000000000025,10110483.583999993,1,327571.25848849467,327571.25848849467
2011-11-16 10:45:00,-27200.0,-27659.768000000004,82823.81599999993,459.76800000000253,400,59.76800000000253,10082823.815999994,7,342258.1103218309,342258.1103218309
2011-11-17 09:00:00,-18400.0,-18858.912,63964.90399999994,458.91200000000083,400,58.91200000000083,10063964.903999994,4,356713.7007334134,356713.7007334134
2011-11-18 13:15:00,-25200.0,-25658.479999999996,38306.42399999994,458.4799999999973,400,58.47999999999729,10038306.423999993,30,397762.06721870636,397762.06721870636
2011-11-21 13:15:00,-4800.0,-5256.728,33049.69599999994,456.72799999999967,400,56.72799999999967,10033049.695999993,1,397791.0478779365,397791.0478779365
2011-11-28 13:30:00,29600.0,29144.192,62193.88799999993,455.8080000000018,400,55.80800000000181,10062193.887999993,103,372882.2852458377,409273.067492864
2011-12-01 09:00:00,-49400.0,-49856.388,12337.499999999935,456.3879999999983,400,56.38799999999833,10012337.499999993,35,368738.6428267978,409273.067492864
2011-12-20 13:00:00,105600.0,105144.416,117481.91599999994,455.5839999999989,400,55.58399999999892,10117481.915999992,270,317209.231181229,422553.69952065236
