時間,毛損益,淨損益,累積淨損益,交易成本,滑價,交易稅,平倉權益數,平倉交易K棒數,DD,MDD
2011-12-29 09:00:00,31200.0,30744.48,148226.39599999995,455.52000000000135,400,55.520000000001346,10148226.395999992,125,279073.0750360623,422553.69952065236
2012-01-02 08:45:00,-5200.0,-5656.280000000001,142570.11599999995,456.2800000000003,400,56.280000000000285,10142570.115999993,34,286927.3495552832,422553.69952065236
2012-01-02 13:30:00,-2800.0,-3255.76,139314.35599999994,455.7600000000001,400,55.760000000000076,10139314.355999993,1,291154.366855582,422553.69952065236
2012-01-03 13:45:00,1400.0,943.604,140257.95999999993,456.39599999999996,400,56.39599999999998,10140257.959999993,1,294009.40367717994,422553.69952065236
2012-01-16 08:45:00,26800.0,26342.648,166600.60799999995,457.35199999999736,400,57.35199999999736,10166600.607999993,165,281897.27566845785,422553.69952065236
2012-01-17 08:45:00,10800.0,10343.0,176943.60799999995,456.9999999999993,400,56.99999999999932,10176943.607999993,5,267558.2437325521,422553.69952065236
2012-01-18 11:30:00,-400.0,-857.8,176085.80799999996,457.79999999999995,400,57.79999999999994,10176085.807999993,1,255189.9846015624,422553.69952065236
2012-02-06 12:45:00,90000.0,89540.31199999999,265626.11999999994,459.68800000000556,400,59.68800000000556,10265626.119999994,149,165299.4977820557,422553.69952065236
2012-02-07 10:00:00,-10000.0,-10461.696,255164.42399999994,461.6960000000006,400,61.696000000000595,10255164.423999993,9,173358.94833050403,422553.69952065236
2012-02-08 10:00:00,-17600.0,-18062.039999999997,237102.38399999993,462.03999999999894,400,62.03999999999894,10237102.383999994,16,192215.96386514933,422553.69952065236
2012-02-10 08:45:00,-7000.0,-7462.868,229639.51599999995,462.8680000000003,400,62.86800000000028,10229639.515999993,17,209674.10173415818,422553.69952065236
2012-02-15 09:45:00,-5800.0,-6263.156,223376.35999999996,463.15600000000006,400,63.156000000000034,10223376.359999994,62,205738.12271424299,422553.69952065236
2012-02-16 10:00:00,-3000.0,-3463.868,219912.49199999997,463.86800000000005,400,63.86800000000008,10219912.491999993,1,206369.5987619704,422553.69952065236
2012-03-05 09:30:00,7400.0,6935.844,226848.33599999998,464.15599999999984,400,64.15599999999984,10226848.335999994,211,195068.33336236558,422553.69952065236
2012-03-06 09:45:00,-14400.0,-14863.872000000001,211984.46399999998,463.87200000000064,400,63.87200000000064,10211984.463999994,4,212128.2441020197,422553.69952065236
2012-03-07 09:00:00,-18800.0,-19263.167999999998,192721.29599999997,463.16799999999887,400,63.16799999999887,10192721.295999995,3,215990.8297124053,422553.69952065236
2012-03-08 12:00:00,-20800.0,-21263.448,171457.84799999997,463.44799999999964,400,63.44799999999964,10171457.847999994,31,257643.19120603031,422553.69952065236
2012-03-09 09:45:00,3400.0,2936.148,174393.99599999996,463.852,400,63.851999999999975,10174393.995999994,4,250108.99161229574,422553.69952065236
2012-03-12 13:45:00,-11400.0,-11863.668,162530.32799999995,463.66799999999984,400,63.667999999999836,10162530.327999994,33,264769.11821514566,422553.69952065236
2012-03-15 10:15:00,24600.0,24135.572,186665.89999999997,464.4280000000009,400,64.4280000000009,10186665.899999995,45,237239.77937263015,422553.69952065236
2012-03-19 10:00:00,-22800.0,-23264.608,163401.29199999996,464.6080000000012,400,64.6080000000012,10163401.291999996,34,258099.48762713184,422553.69952065236
2012-03-20 13:15:00,-13600.0,-14063.960000000001,149337.33199999997,463.96000000000015,400,63.96000000000015,10149337.331999995,25,271760.2193758875,422553.69952065236
2012-03-26 09:00:00,3400.0,2935.868,152273.19999999995,464.13200000000006,400,64.13200000000003,10152273.199999996,61,262026.56090302079,422553.69952065236
2012-03-26 13:00:00,-1600.0,-2063.688,150209.51199999996,463.68800000000016,400,63.688000000000144,10150209.511999996,1,273055.8671893483,422553.69952065236
2012-03-28 09:15:00,-14200.0,-14664.228,135545.28399999996,464.22799999999995,400,64.22799999999995,10135545.283999996,9,282149.2238500666,422553.69952065236
2012-04-10 09:00:00,69800.0,69337.284,204882.56799999997,462.71600000000035,400,62.71600000000035,10204882.567999996,162,201633.93030294674,422553.69952065236
2012-04-12 08:45:00,9800.0,9338.924,214221.49199999997,461.0759999999999,400,61.07599999999991,10214221.491999997,32,215091.81743199282,422553.69952065236
2012-04-13 09:00:00,-20800.0,-21261.344,192960.14799999996,461.3439999999997,400,61.34399999999971,10192960.147999996,21,213553.11118487947,422553.69952065236
2012-04-13 11:45:00,200.0,-261.876,192698.27199999997,461.876,400,61.876,10192698.271999996,1,230379.72901752693,422553.69952065236
2012-04-17 09:30:00,-17400.0,-17861.548,174836.72399999996,461.5479999999991,400,61.54799999999909,10174836.723999996,30,234471.5165714768,422553.69952065236
2012-04-19 09:15:00,-27400.0,-27860.811999999998,146975.91199999995,460.81199999999853,400,60.811999999998534,10146975.911999995,21,258926.60212013542,422553.69952065236
2012-04-20 10:30:00,-13000.0,-13460.692000000001,133515.21999999994,460.69200000000023,400,60.692000000000235,10133515.219999995,20,289779.39513524686,422553.69952065236
2012-04-27 08:45:00,14400.0,13939.92,147455.13999999996,460.07999999999925,400,60.079999999999245,10147455.139999995,72,283641.0619694956,422553.69952065236
2012-04-30 08:45:00,-18400.0,-18859.92,128595.21999999996,459.9199999999996,400,59.91999999999962,10128595.219999995,19,291499.3994595951,422553.69952065236
2012-05-04 09:00:00,31000.0,30539.86,159135.07999999996,460.14000000000124,400,60.14000000000124,10159135.079999994,53,248969.70819276536,422553.69952065236
2012-05-07 09:15:00,-27200.0,-27660.752,131474.32799999995,460.7520000000022,400,60.752000000002226,10131474.327999994,17,283022.1107496399,422553.69952065236
2012-05-07 12:45:00,800.0,339.952,131814.27999999994,460.048,400,60.048000000000016,10131814.279999994,1,288650.7890105335,422553.69952065236
2012-05-16 08:45:00,29800.0,29340.555999999997,161154.83599999995,459.444000000002,400,59.444000000002006,10161154.835999994,119,263747.1650762712,422553.69952065236
2012-05-29 09:00:00,45000.0,44541.884,205696.71999999994,458.1160000000011,400,58.11600000000112,10205696.719999993,187,206020.71913402437,422553.69952065236
2012-06-05 11:00:00,55200.0,54743.024000000005,260439.74399999995,456.9759999999974,400,56.975999999997384,10260439.743999993,92,159890.05199098078,422553.69952065236
2012-06-05 13:30:00,-6200.0,-6655.748,253783.99599999996,455.7479999999998,400,55.74799999999982,10253783.995999994,7,163144.97552172377,422553.69952065236
2012-06-07 09:00:00,-16400.0,-16856.631999999998,236927.36399999994,456.63199999999904,400,56.63199999999904,10236927.363999994,3,159402.01161133693,422553.69952065236
2012-06-11 09:30:00,-13400.0,-13856.724,223070.63999999996,456.7239999999998,400,56.72399999999982,10223070.639999995,36,194249.892674097,422553.69952065236
2012-06-11 12:15:00,-2600.0,-3056.588,220014.05199999997,456.58799999999997,400,56.587999999999994,10220014.051999995,4,198905.4774188784,422553.69952065236
2012-06-14 10:15:00,-12400.0,-12856.192,207157.85999999996,456.19199999999864,400,56.19199999999864,10207157.859999996,47,207959.47604906955,422553.69952065236
2012-06-14 11:45:00,-7800.0,-8256.588000000002,198901.27199999997,456.5880000000007,400,56.588000000000704,10198901.271999996,3,212014.88481763273,422553.69952065236
2012-06-15 10:15:00,-13000.0,-13456.74,185444.53199999998,456.7399999999992,400,56.73999999999921,10185444.531999996,8,228067.43072218745,422553.69952065236
2012-06-15 13:00:00,-1400.0,-1857.092,183587.43999999997,457.0920000000001,400,57.0920000000001,10183587.439999996,1,230295.3663880677,422553.69952065236
2012-06-18 11:30:00,800.0,341.784,183929.224,458.216,400,58.216,10183929.223999996,1,231752.0894012152,422553.69952065236
2012-06-18 13:30:00,200.0,-258.17199999999997,183671.052,458.17199999999997,400,58.17199999999998,10183671.051999995,1,231010.49324684133,422553.69952065236
2012-06-19 12:00:00,-1800.0,-2257.996,181413.05599999998,457.996,400,57.99599999999998,10181413.055999996,3,232497.30463868956,422553.69952065236
2012-06-20 09:15:00,-10000.0,-10458.152,170954.90399999998,458.15199999999976,400,58.15199999999976,10170954.903999995,8,242152.81490651914,422553.69952065236
2012-06-20 11:30:00,0.0,-458.30400000000003,170496.59999999998,458.30400000000003,400,58.304000000000045,10170496.599999996,1,242781.83157728563,422553.69952065236
2012-06-21 09:00:00,-31600.0,-32057.808,138438.792,457.808,400,57.80799999999999,10138438.791999996,8,241669.63729492438,422553.69952065236
2012-06-21 13:45:00,200.0,-256.948,138181.84399999998,456.94800000000004,400,56.94800000000004,10138181.843999995,1,274489.91194830777,422553.69952065236
2012-06-27 11:15:00,2000.0,1544.0080000000003,139725.85199999998,455.99199999999985,400,55.99199999999982,10139725.851999994,72,270775.81672503316,422553.69952065236
2012-06-28 08:45:00,-6400.0,-6856.04,132869.81199999998,456.04000000000013,400,56.040000000000134,10132869.811999995,3,271631.53197302413,422553.69952065236
2012-07-09 09:00:00,38400.0,37943.0,170812.81199999998,456.9999999999993,400,56.99999999999932,10170812.811999995,147,230098.25231594458,422553.69952065236
2012-07-17 10:00:00,31800.0,31342.492,202155.30399999997,457.5080000000014,400,57.5080000000014,10202155.303999996,127,208961.5622209058,422553.69952065236
2012-07-20 08:45:00,12000.0,11543.584,213698.88799999998,456.4160000000001,400,56.41600000000011,10213698.887999997,52,196621.4519598354,422553.69952065236
2012-07-23 09:00:00,-20000.0,-20455.760000000002,193243.12799999997,455.7600000000008,400,55.76000000000079,10193243.127999997,15,198477.1499132118,422553.69952065236
2012-07-23 13:30:00,2400.0,1945.0399999999997,195188.16799999998,454.96000000000015,400,54.960000000000164,10195188.167999996,1,216900.16338010435,422553.69952065236
2012-07-27 09:00:00,-19400.0,-19855.34,175332.82799999998,455.34000000000106,400,55.340000000001055,10175332.827999996,59,215982.83173958116,422553.69952065236
2012-08-01 11:30:00,-25000.0,-25457.076,149875.75199999998,457.0760000000007,400,57.076000000000704,10149875.751999997,36,258228.2830040265,422553.69952065236
2012-08-06 09:00:00,-23000.0,-23458.004,126417.74799999998,458.0039999999997,400,58.00399999999968,10126417.747999996,25,248488.3101303689,422553.69952065236
2012-08-06 11:30:00,0.0,-458.07200000000006,125959.67599999998,458.07200000000006,400,58.07200000000003,10125959.675999995,1,282109.0260325661,422553.69952065236
2012-08-17 12:00:00,44200.0,43741.044,169700.71999999997,458.9560000000006,400,58.956000000000586,10169700.719999995,174,238407.2036655346,422553.69952065236
2012-08-17 12:30:00,-400.0,-859.8240000000001,168840.89599999998,459.82400000000007,400,59.824000000000055,10168840.895999996,1,238037.21738257087,422553.69952065236
2012-08-21 09:30:00,-11000.0,-11459.932,157380.96399999998,459.9320000000006,400,59.932000000000585,10157380.963999996,24,250123.83585281897,422553.69952065236
2012-08-21 12:15:00,1800.0,1339.812,158720.77599999998,460.1880000000001,400,60.18800000000013,10158720.775999997,1,249554.05617760148,422553.69952065236
2012-08-28 08:45:00,-9400.0,-9859.668000000001,148861.10799999998,459.66800000000063,400,59.66800000000063,10148861.107999997,72,253043.28835835002,422553.69952065236
2012-08-30 09:00:00,-10800.0,-11259.032000000001,137602.07599999997,459.03200000000055,400,59.03200000000055,10137602.075999998,20,257901.4217974073,422553.69952065236
2012-09-05 09:00:00,7000.0,6540.892,144142.96799999996,459.1080000000005,400,59.108000000000516,10144142.967999998,75,252561.6663528351,422553.69952065236
2012-09-05 12:00:00,-200.0,-658.868,143484.09999999998,458.868,400,58.86800000000001,10143484.099999998,1,261189.10503006403,422553.69952065236
2012-09-07 09:00:00,-20200.0,-20659.228,122824.87199999997,459.2279999999988,400,59.227999999998815,10122824.871999998,26,257278.37561416053,422553.69952065236
2012-09-12 09:00:00,-20600.0,-21059.836000000003,101765.03599999996,459.8360000000014,400,59.83600000000138,10101765.035999998,45,289329.78502077155,422553.69952065236
2012-09-12 12:30:00,600.0,139.452,101904.48799999997,460.548,400,60.548,10101904.487999998,1,302356.6093377751,422553.69952065236
2012-09-20 12:15:00,29600.0,29138.816000000003,131043.30399999997,461.18399999999724,400,61.18399999999724,10131043.303999998,123,271655.2299701598,422553.69952065236
2012-09-24 09:15:00,-7200.0,-7661.808000000001,123381.49599999997,461.8080000000006,400,61.80800000000062,10123381.495999997,25,273716.5718342742,422553.69952065236
2012-09-26 09:00:00,-4400.0,-4861.736,118519.75999999997,461.73599999999976,400,61.73599999999979,10118519.759999998,33,274178.19890456303,422553.69952065236
2012-10-03 12:30:00,-1400.0,-1861.572,116658.18799999997,461.57199999999995,400,61.57199999999996,10116658.187999997,100,283437.47753731953,422553.69952065236
2012-10-04 09:15:00,-9200.0,-9661.472,106996.71599999997,461.47200000000055,400,61.47200000000055,10106996.715999998,2,287697.9983512024,422553.69952065236
2012-10-08 09:15:00,-9200.0,-9661.32,97335.39599999998,461.3200000000006,400,61.32000000000062,10097335.395999998,34,294957.5555115803,422553.69952065236
2012-10-08 12:45:00,-2000.0,-2461.032,94874.36399999997,461.03200000000015,400,61.03200000000015,10094874.363999998,5,306015.858453208,422553.69952065236
2012-10-11 09:00:00,-26000.0,-26460.512,68413.85199999997,460.51199999999994,400,60.511999999999944,10068413.851999998,22,312475.23429923435,422553.69952065236
2012-10-12 10:45:00,-6400.0,-6859.448,61554.403999999966,459.44800000000043,400,59.448000000000434,10061554.403999997,2,333529.6852254213,422553.69952065236
2012-10-19 09:15:00,-1200.0,-1659.392,59895.011999999966,459.39200000000005,400,59.39200000000007,10059895.011999996,87,334988.68366221397,422553.69952065236
2012-10-19 13:15:00,0.0,-459.208,59435.80399999997,459.208,400,59.20800000000001,10059435.803999996,1,339817.14461741206,422553.69952065236
2012-10-23 08:45:00,9400.0,8941.076,68376.87999999996,458.9240000000004,400,58.924000000000376,10068376.879999995,22,331707.9626655985,422553.69952065236
2012-11-02 09:00:00,25600.0,25141.832,93518.71199999996,458.1680000000006,400,58.168000000000575,10093518.711999996,167,297975.21514090983,422553.69952065236
2012-11-06 11:45:00,-1000.0,-1457.556,92061.15599999996,457.5559999999999,400,57.55599999999994,10092061.155999996,41,302231.7329686182,422553.69952065236
2012-11-07 10:15:00,-7200.0,-7658.04,84403.11599999997,458.03999999999974,400,58.039999999999736,10084403.115999997,1,306059.55138556974,422553.69952065236
2012-11-09 12:15:00,-13800.0,-14258.036000000002,70145.07999999996,458.0360000000013,400,58.03600000000131,10070145.079999996,45,322142.3976150772,422553.69952065236
2012-11-12 09:45:00,0.0,-458.112,69686.96799999996,458.112,400,58.11200000000003,10069686.967999997,1,327170.28005706647,422553.69952065236
2012-11-13 08:45:00,-6400.0,-6857.944,62829.02399999996,457.9440000000005,400,57.94400000000053,10062829.023999996,7,330456.5956361628,422553.69952065236
2012-11-21 12:00:00,-3600.0,-4056.8959999999997,58772.12799999996,456.89599999999973,400,56.8959999999997,10058772.127999997,114,333513.2133976203,422553.69952065236
2012-11-22 10:15:00,-1600.0,-2056.744,56715.38399999996,456.74400000000014,400,56.74400000000013,10056715.383999996,4,338368.78348600626,422553.69952065236
2012-11-23 09:00:00,-15400.0,-15856.98,40858.403999999966,456.97999999999865,400,56.979999999998654,10040858.403999995,15,340025.0559537603,422553.69952065236
2012-11-29 09:00:00,-19800.0,-20259.532,20598.871999999967,459.5319999999987,400,59.531999999998675,10020598.871999996,31,361677.78333718673,422553.69952065236
2012-11-29 12:00:00,-2200.0,-2660.22,17938.651999999965,460.21999999999997,400,60.219999999999985,10017938.651999995,1,374304.54898859584,422553.69952065236
2012-11-30 10:15:00,-12000.0,-12460.448,5478.203999999965,460.4479999999995,400,60.447999999999524,10005478.203999994,7,389391.05159109225,422553.69952065236
2012-11-30 13:15:00,-400.0,-860.688,4617.515999999965,460.68800000000005,400,60.68800000000003,10004617.515999995,2,390051.5682827538,422553.69952065236
2012-12-04 10:00:00,-7000.0,-7460.628,-2843.1120000000346,460.6279999999998,400,60.627999999999815,9997156.887999995,26,394311.2213163546,422553.69952065236
2012-12-17 10:00:00,16800.0,16339.04,13495.927999999967,460.96000000000004,400,60.960000000000036,10013495.927999994,184,377975.9150347214,422553.69952065236
2012-12-20 09:00:00,-7800.0,-8261.028,5234.899999999967,461.0280000000003,400,61.028000000000304,10005234.899999993,43,377237.3421148668,422553.69952065236
2012-12-27 09:00:00,15400.0,14939.539999999999,20174.439999999966,460.4600000000005,400,60.46000000000049,10020174.439999992,88,364301.1308456955,422553.69952065236
2013-01-04 10:30:00,28400.0,27938.336,48112.77599999997,461.6640000000018,400,61.664000000001806,10048112.775999991,85,343567.3147029772,422553.69952065236
2013-01-04 13:15:00,-1000.0,-1462.148,46650.62799999997,462.148,400,62.148,10046650.627999991,1,343598.4228231357,422553.69952065236
2013-01-10 09:00:00,-13400.0,-13862.068,32788.55999999997,462.0679999999993,400,62.0679999999993,10032788.559999991,61,347690.43432020396,422553.69952065236
2013-01-10 13:30:00,-1000.0,-1462.604,31325.95599999997,462.604,400,62.60399999999997,10031325.95599999,2,356750.5993884693,422553.69952065236
2013-01-14 08:45:00,-24600.0,-25062.332000000002,6263.623999999967,462.3320000000007,400,62.332000000000676,10006263.62399999,20,369210.1673907517,422553.69952065236
2013-01-15 13:30:00,-3000.0,-3462.0599999999995,2801.5639999999676,462.0599999999996,400,62.059999999999604,10002801.56399999,31,387067.6241128882,422553.69952065236
2013-01-18 12:30:00,4200.0,3738.396,6539.959999999968,461.6039999999998,400,61.603999999999814,10006539.95999999,54,382330.6679795371,422553.69952065236
2013-01-22 09:00:00,-11200.0,-11661.552,-5121.5920000000315,461.55200000000036,400,61.55200000000036,9994878.40799999,19,390190.10119186825,422553.69952065236
2013-01-24 09:00:00,-7600.0,-8061.52,-13183.112000000032,461.52000000000015,400,61.52000000000015,9986816.887999991,40,391251.5563262727,422553.69952065236
2013-01-25 10:15:00,-17800.0,-18261.38,-31444.492000000035,461.37999999999977,400,61.37999999999977,9968555.50799999,19,418706.154100972,422553.69952065236
2013-02-05 11:30:00,50600.0,50137.86,18693.367999999966,462.1399999999994,400,62.13999999999942,10018693.36799999,140,369979.5725009773,422553.69952065236
2013-02-21 11:30:00,14000.0,13536.568,32229.935999999965,463.43200000000024,400,63.432000000000244,10032229.93599999,102,353047.013503511,422553.69952065236
2013-02-25 09:15:00,600.0,136.40400000000002,32366.339999999964,463.596,400,63.59599999999999,10032366.339999989,35,351511.0505615534,422553.69952065236
2013-02-26 09:00:00,-17400.0,-17863.324,14503.015999999963,463.32400000000007,400,63.32400000000007,10014503.01599999,12,358173.003094792,422553.69952065236
2013-02-26 12:15:00,-4200.0,-4663.18,9839.835999999963,463.17999999999984,400,63.179999999999836,10009839.83599999,5,374232.0553507436,422553.69952065236
2013-03-04 09:45:00,1800.0,1336.8760000000002,11176.711999999963,463.1239999999998,400,63.123999999999825,10011176.71199999,41,372095.6884906182,422553.69952065236
2013-03-12 12:30:00,27400.0,26936.46,38113.17199999996,463.5400000000004,400,63.54000000000042,10038113.171999991,119,345565.48456773476,422553.69952065236
2013-03-13 10:45:00,-10800.0,-11264.0,26849.171999999962,464.00000000000006,400,64.00000000000006,10026849.171999991,5,351428.1515594678,422553.69952065236
2013-03-18 08:45:00,-27400.0,-27863.404000000002,-1014.23200000004,463.4040000000027,400,63.404000000002725,9998985.767999992,47,374686.12833449646,422553.69952065236
2013-03-28 13:15:00,-2400.0,-2862.64,-3876.87200000004,462.64000000000004,400,62.64000000000003,9996123.127999991,161,385946.0482065826,422553.69952065236
2013-04-02 09:15:00,-2000.0,-2463.088,-6339.96000000004,463.08800000000014,400,63.08800000000012,9993660.039999992,43,385009.1455229652,422553.69952065236
2013-04-08 09:00:00,-10800.0,-11263.112,-17603.07200000004,463.11199999999957,400,63.11199999999957,9982396.927999992,36,386471.9629926166,422553.69952065236
2013-04-08 12:30:00,-400.0,-862.0560000000002,-18465.12800000004,462.0560000000001,400,62.05600000000011,9981534.871999992,1,400899.75644521357,422553.69952065236
2013-04-11 09:15:00,-5000.0,-5462.012,-23927.14000000004,462.012,400,62.012,9976072.859999992,46,405991.47871671116,422553.69952065236
2013-04-17 08:45:00,6000.0,5537.616,-18389.52400000004,462.3840000000001,400,62.38400000000013,9981610.475999992,56,398655.644876966,422553.69952065236
2013-04-19 09:00:00,-2600.0,-3062.332,-21451.85600000004,462.332,400,62.331999999999965,9978548.143999992,27,393719.1672823172,422553.69952065236
2013-04-22 12:00:00,-200.0,-663.6759999999999,-22115.53200000004,463.676,400,63.67599999999997,9977884.467999991,1,403147.9709745148,422553.69952065236
2013-04-23 12:45:00,600.0,136.73200000000003,-21978.80000000004,463.268,400,63.26799999999997,9978021.199999992,1,403411.58020254434,422553.69952065236
2013-04-24 13:45:00,1000.0,536.0279999999999,-21442.77200000004,463.97200000000004,400,63.97200000000005,9978557.227999993,1,402874.98412174464,422553.69952065236
2013-05-13 13:30:00,51600.0,51134.968,29692.19599999996,465.0319999999965,400,65.03199999999651,10029692.195999993,241,351583.94809589116,422553.69952065236
2013-05-16 09:00:00,-22600.0,-23066.636,6625.559999999961,466.63599999999974,400,66.63599999999974,10006625.559999993,33,356648.7891761507,422553.69952065236
2013-05-16 13:45:00,-1600.0,-2067.36,4558.199999999961,467.36,400,67.36000000000004,10004558.199999994,1,373078.1716279648,422553.69952065236
2013-05-23 09:00:00,-16800.0,-17266.984,-12708.78400000004,466.98399999999936,400,66.98399999999936,9987291.215999994,77,378977.697283089,422553.69952065236
2013-05-24 10:15:00,-3400.0,-3865.812,-16574.59600000004,465.81199999999967,400,65.81199999999967,9983425.403999994,2,392040.6524478834,422553.69952065236
2013-05-27 12:30:00,-3600.0,-4065.9280000000003,-20640.52400000004,465.9280000000002,400,65.92800000000025,9979359.475999994,27,398304.8657281792,422553.69952065236
2013-05-29 10:45:00,-11400.0,-11866.307999999999,-32506.83200000004,466.30799999999937,400,66.30799999999937,9967493.167999994,16,410167.90083182126,422553.69952065236
2013-06-04 08:45:00,18800.0,18333.84,-14172.992000000038,466.1599999999993,400,66.15999999999929,9985827.007999994,64,384840.85215123394,422553.69952065236
2013-06-05 09:00:00,-11000.0,-11465.42,-25638.41200000004,465.4200000000003,400,65.4200000000003,9974361.587999994,21,400102.6983391432,422553.69952065236
2013-06-06 09:45:00,-22800.0,-23264.984,-48903.39600000004,464.9840000000012,400,64.98400000000117,9951096.603999995,18,416563.84874434955,422553.69952065236
2013-06-06 12:30:00,-2400.0,-2864.576,-51767.97200000004,464.5759999999999,400,64.57599999999992,9948232.027999995,2,426625.8760420776,426625.8760420776
2013-06-11 10:30:00,7400.0,6935.052000000001,-44832.920000000035,464.9479999999997,400,64.9479999999997,9955167.079999994,50,420692.04307699495,436488.04196444043
2013-06-13 09:00:00,-16000.0,-16464.704,-61297.62400000004,464.7040000000004,400,64.7040000000004,9938702.375999995,5,420557.1372482711,436488.04196444043
2013-06-20 09:00:00,-30400.0,-30863.0,-92160.62400000004,462.99999999999955,400,62.999999999999545,9907839.375999995,79,423020.50927815656,444015.1913437486
2013-06-21 11:15:00,-3000.0,-3461.2679999999996,-95621.89200000004,461.26799999999974,400,61.267999999999745,9904378.107999995,1,467040.55503953336,467040.55503953336
2013-06-27 10:00:00,-15000.0,-15461.436,-111083.32800000004,461.4360000000005,400,61.43600000000049,9888916.671999995,76,484128.0627887872,486527.45502485486
2013-06-27 13:30:00,-800.0,-1261.776,-112345.10400000004,461.77600000000007,400,61.77600000000005,9887654.895999994,6,485189.54191729665,486527.45502485486
2013-06-28 10:45:00,-7800.0,-8262.196,-120607.30000000003,462.19600000000014,400,62.19600000000014,9879392.699999994,8,492249.6695928484,492249.6695928484
2013-07-05 09:30:00,-8400.0,-8863.304,-129470.60400000004,463.3039999999994,400,63.303999999999405,9870529.395999994,64,489913.00546798727,496911.2328231846
2013-07-08 09:00:00,-400.0,-863.6479999999999,-130334.25200000004,463.6479999999999,400,63.64799999999988,9869665.747999994,1,502341.59331755416,502341.59331755416
2013-07-09 10:00:00,6400.0,5936.616,-124397.63600000004,463.3839999999999,400,63.38399999999993,9875602.363999994,24,490440.0119774217,502805.1239056529
2013-07-10 11:30:00,200.0,-263.844,-124661.48000000004,463.844,400,63.84400000000001,9875338.519999994,1,496470.1125582664,502805.1239056529
2013-07-18 09:30:00,4400.0,3935.136,-120726.34400000004,464.86400000000003,400,64.86400000000003,9879273.655999994,106,483969.5109495967,502805.1239056529
2013-07-18 13:00:00,-400.0,-864.848,-121591.19200000004,464.84799999999996,400,64.84799999999993,9878408.807999995,1,491999.9528458786,502805.1239056529
2013-07-22 13:30:00,6800.0,6335.664,-115255.52800000003,464.3360000000001,400,64.33600000000013,9884744.471999995,40,486098.53167097946,502805.1239056529
2013-07-23 13:00:00,-1800.0,-2264.996,-117520.52400000003,464.996,400,64.99600000000001,9882479.475999996,1,485730.7248359855,502805.1239056529
2013-07-25 09:00:00,-10600.0,-11064.9,-128585.42400000003,464.9000000000001,400,64.90000000000009,9871414.575999996,20,490227.1378985177,502805.1239056529
2013-07-29 09:00:00,-12200.0,-12664.812,-141250.23600000003,464.8120000000006,400,64.81200000000058,9858749.763999995,37,504688.34688705864,505688.09365208686
2013-07-31 11:00:00,1600.0,1135.376,-140114.86000000004,464.6240000000001,400,64.62400000000005,9859885.139999995,29,506752.40406339243,510751.39112350513
2013-07-31 13:45:00,-6000.0,-6464.56,-146579.42000000004,464.5600000000002,400,64.56000000000017,9853420.579999994,2,510616.09339404484,510751.39112350513
2013-08-05 09:00:00,-1600.0,-2064.44,-148643.86000000004,464.4400000000001,400,64.4400000000001,9851356.139999995,35,514879.46948482894,521277.84878100944
2013-08-06 10:30:00,-15200.0,-15664.168000000001,-164308.02800000005,464.1680000000008,400,64.1680000000008,9835691.971999995,21,531739.6388188982,531739.6388188982
2013-08-06 12:30:00,1600.0,1136.1200000000001,-163171.90800000005,463.88,400,63.87999999999998,9836828.091999995,1,531971.5120856756,532139.5375249096
2013-08-12 11:30:00,11400.0,10936.828,-152235.08000000005,463.17200000000014,400,63.17200000000014,9847764.919999994,73,519270.30928917386,532139.5375249096
2013-08-12 12:45:00,-600.0,-1062.884,-153297.96400000004,462.884,400,62.88400000000003,9846702.035999995,1,519101.8239664643,532139.5375249096
2013-08-14 11:15:00,800.0,336.832,-152961.13200000004,463.168,400,63.16800000000002,9847038.867999995,31,518996.31069298094,532139.5375249096
2013-08-15 09:00:00,-17400.0,-17863.004,-170824.13600000006,463.0040000000008,400,63.004000000000815,9829175.863999994,4,517260.0184941476,532139.5375249096
2013-08-19 08:45:00,-10400.0,-10862.815999999999,-181686.95200000005,462.8159999999994,400,62.815999999999406,9818313.047999995,40,554313.2649396517,558912.1000587813
2013-08-22 09:00:00,-32400.0,-32862.432,-214549.38400000005,462.43200000000115,400,62.43200000000115,9785450.615999995,34,562974.1231520281,563374.0218580393
2013-08-27 11:45:00,7800.0,7337.772,-207211.61200000005,462.22800000000035,400,62.22800000000035,9792788.387999995,65,571433.9082958582,579400.8542755306
2013-09-04 10:45:00,51400.0,50936.956,-156274.65600000005,463.04400000000214,400,63.04400000000214,9843725.343999995,105,517709.7165858908,579400.8542755306
2013-09-13 13:15:00,28200.0,27735.219999999998,-128539.43600000005,464.7800000000018,400,64.78000000000179,9871460.563999996,151,492380.2765107091,579400.8542755306
2013-09-23 09:00:00,9800.0,9334.532,-119204.90400000004,465.4679999999999,400,65.4679999999999,9880795.095999995,79,476449.6197317633,579400.8542755306
2013-09-26 09:45:00,-13400.0,-13865.796,-133070.70000000004,465.7960000000003,400,65.79600000000028,9866929.299999995,61,487912.58017411345,579400.8542755306
2013-09-26 13:15:00,0.0,-465.424,-133536.12400000004,465.424,400,65.42399999999998,9866463.875999995,1,495943.30999742146,579400.8542755306
2013-10-01 09:45:00,4600.0,4134.604,-129401.52000000003,465.3959999999998,400,65.39599999999979,9870598.479999995,38,490442.8712535267,579400.8542755306
2013-10-03 09:30:00,-22600.0,-23065.708000000002,-152467.22800000003,465.70800000000077,400,65.70800000000077,9847532.771999994,33,507903.72843395866,579400.8542755306
